text,intent
only two carriages on Birmingham to Hereford no room to stand anymore Friday commute,sadness
become a gonna Villaseñor all those old contacts I need,sadness
ok be disgusted or dishearten with presidential race but let that stop u from voting IT MATTERS,sadness
blues while riding a cab my belly is much bigger than the rest of my but i couldnt be how to lose it in a day,sadness
Ill say it If I was a Black man Id be afraid to leave my house or have a moving,sadness
maybe have been different if I stayed for sixth But the oppressive uninteresting,sadness
confident they will NEVER experience our successes of last Best they can hope for is to be another Bournemouth,sadness
good is that we already hit rock even though about two more seasons away from new depths of,sadness
can not believe the generosity pouring out for but Id give everything I have for Nick to be healthy and,sadness
i got his bitch depress,sadness
who do I contact about a shocking experience with Clear Sky Holidays booked through you,sadness
they should all be unhappy for the way they Right,sadness
I guess it must be really For me that the whole family stayed in so I really miss,sadness
Regret for the things we did can be tempered by it is regret for the things we did not do that is Sydney Harris,sadness
untypical kinda Friday,sadness
oldest cat pisses me always been weary of Kennen but recently shes been Until she attacked and bit,sadness
xDD a song that can not be weary,sadness
Feels grim not having your nails done,sadness
could such a hearted dud be surprised also ppl let their crimes,sadness
That leave your spine with a frown,sadness
a good shorty has so much to offer sad that some of you niggas even see it when she right in front of your face and too late,sadness
Noel Edmonds reckons a cat talking to is stressed because of the uncertainty over,sadness
One way ticket to the,sadness
George Establishment is unhappy campaign branded his son but he could not have beaten the others,sadness
Marcus Roho is dreadful,sadness
kind of The one thing i do right now has a great but on the other hand so does the new thing,sadness
Finished writing my second book,sadness
taking out his feelings on Kei His lips form a frown as he tries to walk,sadness
Tried get earlier flt Turnd away bcuz it was late Then agent let other pas on,sadness
Thank God she warned me before I walked to that sink cause lord knows I been sick to my stomach and wanted to sue lbvfs,sadness
So home feeling mixed up inside kinda But a little more optimistic that figure this,sadness
penny dreadful just cleaved off a fraction of my heart,sadness
Gundlach calling for rounding doom and down,sadness
is far away because time is no rest for the,sadness
let them know the,sadness
We want to help you with your Give our office a call to learn how may be the treatment been waiting,sadness
i getting less of the spacious lovely autumnal melancholy from our present,sadness
Got paid to vacuum up rat never a dull day in the biology department,sadness
the man onthe helicopter said he looks like a bad that is the when they see black they see,sadness
We are sadden by this because we always strive to bring the best service to our We will always be here for CM,sadness
Someone needs to tell Candice be stuck with that shitty pout if the wind,sadness
When health insurance cover TMS but they let me know they cover ECT,sadness
meden is frowning at you with her non existent face,sadness
negative campaign of doom and gloom win elections,sadness
you have been on depression too u be judging him and exposing him to but helping,sadness
sadly there is constitutional RIGHT to have Yet there is constitutional RIGHT to Safety net protects those rights,sadness
I am inconsolable at this GIF in context,sadness
Come Into my not going I Steve told quiet and,sadness
Getting what you want all the time will ultimately leave you unfulfilled and,sadness
this sad,sadness
when are people going to realize that these are just perpetuating Saying going to boycott a,sadness
wanna go to work but I want the money,sadness
Rooney needs to come Absolutely class goal from showing why he should be in the,sadness
tune into Snapchat for Beans funereal,sadness
my when they close the I want them to recording has,sadness
goodbye despair,sadness
Ffs dreadful defending,sadness
name change Uncle Remus Lewis,sadness
waitress recognised me from last time i was in there after my interview,sadness
What day is it,sadness
Has anyone noticed that stories in recent days all paint positive accomplishments for Trump and challenges for,sadness
Post series depression can be quite but it will get I bet someone will pick the novel soon in the,sadness
